date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:15	62032/62032	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:28%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-5.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-5.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:15	70269/70269	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:26%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-6.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-6.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:17	74135/74135	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:26%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-7.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-7.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:17	53577/53577	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:07%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-7-back.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-7-back.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:18	77300/77300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:22%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-8.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-8.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:18	77174/77174	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:09%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-9.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-9.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:19	73352/73352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:06%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-10.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-10.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:19	87554/87554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:14%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-11.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-11.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:20	73976/73976	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:08%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-12.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-12.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:21	78260/78260	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:05%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-13.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-13.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:22	106876/106876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:17%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-14.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-14.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:23	101115/101115	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:11%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-15.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-15.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:23	80509/80509	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:15%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-16.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-16.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:23	83508/83508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:14%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-17.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-17.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:24	61438/61438	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:22%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-18.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-18.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:25	96044/96044	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:21%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-19.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-19.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:26	85021/85021	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:27%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-20.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-20.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:27	65518/65518	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:24%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-21.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-21.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:28	48930/48930	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:20%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-22.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-22.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:28	53932/53932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:20%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-23.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-23.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:29	54900/54900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:13%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-24.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-24.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:29	58768/58768	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:11%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-25.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-25.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:30	47585/47585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:30%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-26.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-26.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:30	92520/92520	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:18%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-27.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-27.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:31	53091/53091	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:19%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-28.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-28.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:32	92078/92078	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:10%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-29.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-29.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:33	86360/86360	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2007:59:23%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-30.jpg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/images/style-30.jpg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:33	86927/86927	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jun%202019%2007:58:55%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/jqyery.js	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/jqyery.js	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:34	29097/29097	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Jun%202019%2007:58:57%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/bootstrap.min.js	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:34	861/861	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Jun%202019%2007:58:55%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/custom.js	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/js/custom.js	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/demo-1.html)
19:34:35	293/293	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2014:04:34%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.eot	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/bootstrap.min.css)
19:34:36	294/294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2014:04:35%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/bootstrap.min.css)
19:34:37	294/294	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2014:04:36%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.woff	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/bootstrap.min.css)
19:34:38	293/293	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2014:04:37%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.ttf	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/bootstrap.min.css)
19:34:39	293/293	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2014:04:38%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/glyphicons-halflings-regular.svg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/bootstrap.min.css)
19:34:40	56006/56006	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Jun%202019%2007:59:33%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont78ce.eot	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/font-awesome.min.css)
19:34:41	56006/56006	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Jun%202019%2007:59:33%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/font-awesome.min.css)
19:34:43	65452/65452	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Jun%202019%2007:59:33%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont78ce.woff	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/font-awesome.min.css)
19:34:44	112160/112160	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2024%20Jun%202019%2007:59:36%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont78ce.ttf	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/font-awesome.min.css)
19:34:45	287007/287007	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Jun%202019%2007:59:37%20GMT	https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/image%20hover%20temp/demo.makewebbetter.com/animative-css-image-hover-effects/assets/fonts/fontawesome-webfont78ce.svg	(from https://demo.makewebbetter.com/animative-css-image-hover-effects/assets/css/font-awesome.min.css)
